sampleID,max_prob
TCGA.YG.AA3N.SKCM.C3,0.677980512034931
TCGA.A2.A0EM.BRCA.C1,0.5698098831808139
TCGA.80.5607.LUAD.C2,0.810774580433989
TCGA.24.2027.OV.C2,0.5847601858555519
TCGA.BI.A0VS.CESC.C2,0.6497135712013098
TCGA.V1.A8WW.PRAD.C2,0.7192253447418923
TCGA.D8.A1XT.BRCA.C2,0.779198723832303
TCGA.DX.AB37.SARC.C2,0.7264678806034828
TCGA.IZ.8195.KIRP.C3,0.6976925262313682
TCGA.AC.A62X.BRCA.C2,0.8884396517562748
TCGA.E1.A7YE.LGG.C4,0.5417290821069624
TCGA.FB.AAPZ.PAAD.C3,0.6474474822054751
TCGA.VP.A872.PRAD.C3,0.5865980854348513
TCGA.KK.A7B4.PRAD.C1,0.8641968167800967
TCGA.A2.A3XV.BRCA.C1,0.7942195250052502
TCGA.B2.3923.KIRC.C3,0.873535081591385
TCGA.LN.A49X.ESCA.C2,0.7664101852305839
TCGA.85.6175.LUSC.C1,0.880660089987408
TCGA.HZ.A49G.PAAD.C3,0.5523618893523639
TCGA.P3.A6SX.HNSC.C2,0.5958039356847933
TCGA.B4.5378.KIRC.C4,0.8952683403800722
TCGA.WB.A80N.PCPG.C3,0.8419578936365356
TCGA.86.8585.LUAD.C2,0.8571390219395427
TCGA.GU.A767.BLCA.C2,0.6512529122109573
TCGA.BF.A3DJ.SKCM.C4,0.6266178055948278
TCGA.WB.A80Q.PCPG.C3,0.8023097358479516
TCGA.V4.A9EA.UVM.C4,0.8047925501981052
TCGA.BG.A0M4.UCEC.C3,0.5864577753558139
TCGA.EB.A51B.SKCM.C2,0.48724761435521774
TCGA.59.2363.OV.C2,0.7912938317987778
TCGA.D1.A17F.UCEC.C2,0.8134768751920953
TCGA.ZH.A8Y5.CHOL.C3,0.8998637237479861
TCGA.BB.7870.HNSC.C1,0.8810008511099564
TCGA.BH.A1FN.BRCA.C2,0.8460672438682074
TCGA.B8.A54G.KIRC.C3,0.8812010972320511
TCGA.P4.A5E6.KIRP.C3,0.8729321578015341
TCGA.AP.A05J.UCEC.C4,0.7353307570211218
TCGA.AO.A0J5.BRCA.C1,0.6997120304080363
TCGA.OR.A5KT.ACC.C3,0.8312067195127835
TCGA.ED.A7XO.LIHC.C2,0.8674238329865689
TCGA.CC.A9FU.LIHC.C1,0.7215921137030143
TCGA.A8.A09R.BRCA.C1,0.6549871173817648
TCGA.BJ.A0Z9.THCA.C4,0.6965840693951222
TCGA.AA.3522.COAD.C2,0.6998939860119375
TCGA.DX.AB2P.SARC.C1,0.8659942458837809
TCGA.HZ.8003.PAAD.C3,0.5880358003937242
TCGA.CV.A45Q.HNSC.C2,0.8822937318448051
TCGA.2G.AALN.TGCT.C1,0.8333912478280368
TCGA.85.7699.LUSC.C1,0.8430566237020484
TCGA.SH.A9CU.MESO.C4,0.7262252127454579
TCGA.24.1603.OV.C2,0.8821078415998638
TCGA.BG.A0MI.UCEC.C2,0.8864324611509821
TCGA.AG.3731.READ.C1,0.5428471026795036
TCGA.EB.A44P.SKCM.C1,0.35104693863914604
TCGA.E9.A245.BRCA.C1,0.67275280425914
TCGA.CZ.5989.KIRC.C4,0.8212845730196803
TCGA.MJ.A68J.SARC.C3,0.7437547142256493
TCGA.C8.A12N.BRCA.C2,0.8253276097109816
TCGA.DX.A48U.SARC.C3,0.5095791473373051
TCGA.IG.A8O2.ESCA.C2,0.5268852264979047
TCGA.98.8020.LUSC.C1,0.6978188900345982
TCGA.BC.4072.LIHC.C3,0.6915146049749568
TCGA.DX.A3UA.SARC.C1,0.7410208230985195
TCGA.A4.8630.KIRP.C3,0.8710205532460709
TCGA.B6.A0RP.BRCA.C3,0.8472620178391397
TCGA.AX.A1CF.UCEC.C2,0.7617859694819167
TCGA.AO.A0J9.BRCA.C1,0.8031790645925523
TCGA.A8.A07C.BRCA.C2,0.6643527630011629
TCGA.21.1079.LUSC.C2,0.8348181402075182
TCGA.FB.AAPQ.PAAD.C3,0.7314060288432331
TCGA.HV.AA8V.PAAD.C1,0.8968706822214296
TCGA.22.4609.LUSC.C1,0.8844605273505699
TCGA.CN.A641.HNSC.C1,0.7452964320426322
TCGA.EL.A3CR.THCA.C3,0.8912913246554433
TCGA.61.2016.OV.C2,0.5762665974809756
TCGA.BH.A18N.BRCA.C3,0.870888079506986
TCGA.NC.A5HK.LUSC.C2,0.8749745966563383
TCGA.S6.A8JY.TGCT.C2,0.8594597024991403
TCGA.AX.A3GI.UCEC.C2,0.6510316731302206
TCGA.FJ.A3Z7.BLCA.C1,0.7515617554682662
TCGA.86.8674.LUAD.C3,0.8822430649651848
TCGA.CG.4436.STAD.C2,0.4700104689594337
TCGA.V5.A7RC.ESCA.C2,0.8602078172133663
TCGA.HQ.A5ND.BLCA.C2,0.8892928416170423
TCGA.DX.A7EL.SARC.C2,0.5372354243624986
TCGA.BH.A0DS.BRCA.C3,0.684583811519249
TCGA.67.3773.LUAD.C3,0.8965950690203656
TCGA.D8.A1JF.BRCA.C3,0.8301477614931612
TCGA.A8.A090.BRCA.C2,0.890956593434072
TCGA.BR.8080.STAD.C1,0.6714168475297297
TCGA.UD.AAC4.MESO.C1,0.8310550455272262
TCGA.29.1688.OV.C2,0.823635887976576
TCGA.2J.AABT.PAAD.C3,0.8763040074913602
TCGA.DX.A23R.SARC.C2,0.8640265704050478
TCGA.24.2298.OV.C2,0.8765898760005377
TCGA.DX.A6BE.SARC.C3,0.7001913420131225
TCGA.55.8514.LUAD.C4,0.6185167260637326
TCGA.E2.A10F.BRCA.C1,0.7485061476800071
TCGA.D8.A73U.BRCA.C3,0.8799580932845648
TCGA.CM.6674.COAD.C2,0.5463751638168974
TCGA.OL.A66K.BRCA.C3,0.7839585292125805
TCGA.VQ.A8PO.STAD.C2,0.8085118097958071
TCGA.US.A77E.PAAD.C2,0.842630484413454
TCGA.NJ.A4YI.LUAD.C3,0.5936548414341557
TCGA.60.2720.LUSC.C1,0.8166600933681485
TCGA.EB.A44O.SKCM.C1,0.8015898969876499
TCGA.51.4080.LUSC.C2,0.7706563310379178
TCGA.BC.A10T.LIHC.C1,0.7899503067982024
TCGA.A8.A09A.BRCA.C3,0.8350998780831893
TCGA.VR.A8EQ.ESCA.C1,0.5367045433050743
TCGA.BC.A216.LIHC.C1,0.5720856537078941
TCGA.5P.A9KF.KIRP.C3,0.8019079627973125
TCGA.BR.7717.STAD.C2,0.856709481241466
TCGA.XF.AAN1.BLCA.C2,0.7545358283326155
TCGA.G7.A8LB.KIRP.C3,0.7071258140486475
TCGA.A2.A0CT.BRCA.C1,0.8770934415459857
TCGA.DD.A39X.LIHC.C3,0.5031718843394241
TCGA.2F.A9KW.BLCA.C4,0.449746494096169
TCGA.AK.3455.KIRC.C2,0.8935187888522684
TCGA.WB.A81I.PCPG.C3,0.8317916753887555
TCGA.18.3415.LUSC.C1,0.6884951269875131
TCGA.HU.A4GT.STAD.C2,0.8173956000046297
TCGA.EB.A3XC.SKCM.C1,0.7681739126980924
TCGA.KK.A7AU.PRAD.C4,0.866895460781729
TCGA.CQ.5326.HNSC.C2,0.8678507597880077
TCGA.67.3770.LUAD.C2,0.49120788811215377
TCGA.A2.A0EN.BRCA.C3,0.8090869815868234
TCGA.SN.A84Y.TGCT.C2,0.8891238921208612
TCGA.A5.A0R7.UCEC.C2,0.6235549337872743
TCGA.RW.A681.PCPG.C4,0.6354127744855891
TCGA.09.1659.OV.C2,0.8429570673539658
TCGA.FI.A3PV.UCEC.C1,0.8808460556005263
TCGA.AA.3877.COAD.C2,0.7535167740836847
TCGA.XR.A8TC.LIHC.C4,0.8744509205669755
TCGA.IN.A6RR.STAD.C2,0.885683848614219
TCGA.BT.A2LB.BLCA.C2,0.8925970280511301
TCGA.B0.4712.KIRC.C2,0.8753686632193034
TCGA.HZ.8002.PAAD.C3,0.60172752971984
TCGA.B6.A0RN.BRCA.C3,0.6745982382855676
TCGA.B5.A0JZ.UCEC.C2,0.5562973749344688
TCGA.5S.A9Q8.UCEC.C3,0.6180825586165626
TCGA.39.5021.LUSC.C1,0.6650234656319739
TCGA.BJ.A45C.THCA.C4,0.8946484152508489
TCGA.24.1844.OV.C4,0.8579462692493971
TCGA.BH.A18F.BRCA.C1,0.8145552321010393
TCGA.DX.A3UF.SARC.C1,0.7354189117044986
TCGA.QR.A6GT.PCPG.C6,0.3801411749954567
TCGA.E2.A14X.BRCA.C1,0.7827610722305236
TCGA.OL.A5DA.BRCA.C3,0.8611739114723372
TCGA.BH.A1EN.BRCA.C4,0.7085777169560545
TCGA.62.8399.LUAD.C3,0.7450737078583446
TCGA.AG.A01W.READ.C2,0.767713874877773
TCGA.L5.A4OP.ESCA.C1,0.6236331310454444
TCGA.97.8177.LUAD.C2,0.7907036001114607
TCGA.2G.AAGW.TGCT.C1,0.8179703041108535
TCGA.DG.A2KL.CESC.C1,0.5793863651951668
TCGA.D8.A1XR.BRCA.C3,0.5379824253572923
TCGA.EA.A3HT.CESC.C1,0.7268544940616242
TCGA.WK.A8XT.SARC.C3,0.6515961843331043
TCGA.2J.AAB4.PAAD.C1,0.7551495126147301
TCGA.DD.AACP.LIHC.C1,0.8715593408422448
TCGA.SI.A71O.SARC.C1,0.533089020792669
TCGA.2A.AAYO.PRAD.C2,0.7299810939710404
TCGA.LL.A5YL.BRCA.C1,0.8076290702727841
TCGA.E1.5305.LGG.C5,0.8310532178107956
TCGA.DD.A115.LIHC.C3,0.5368885788432846
TCGA.HI.7171.PRAD.C3,0.6284958104994912
TCGA.E1.A7YM.LGG.C5,0.7722069773540373
TCGA.IN.A7NU.STAD.C2,0.7145264715253905
TCGA.CV.A6JM.HNSC.C1,0.7282545596354608
TCGA.D1.A16O.UCEC.C3,0.5590569260077124
TCGA.A5.A2K2.UCEC.C2,0.790892153830582
TCGA.XR.A8TE.LIHC.C3,0.8631368341798404
TCGA.D5.6536.COAD.C4,0.8980708998652643
TCGA.2H.A9GL.ESCA.C1,0.7979573405833914
TCGA.WK.A8XO.SARC.C1,0.7804205796923304
TCGA.24.1416.OV.C4,0.893580350151
TCGA.BR.6455.STAD.C1,0.6511694841190535
TCGA.25.1634.OV.C1,0.7668685058962206
TCGA.CG.4301.STAD.C2,0.7076315144379149
TCGA.75.5146.LUAD.C2,0.79512052993094
TCGA.CV.6961.HNSC.C1,0.5864483392290598
TCGA.AR.A24X.BRCA.C1,0.6659567688167256
TCGA.09.0366.OV.C4,0.7271858922666006
TCGA.F4.6570.COAD.C1,0.8632714649613061
TCGA.BH.A202.BRCA.C1,0.7786553909278081
TCGA.ZG.A9LZ.PRAD.C2,0.7722959692027145
TCGA.DD.A4NO.LIHC.C3,0.6023027063325166
TCGA.E5.A4TZ.BLCA.C2,0.557020670023337
TCGA.A1.A0SM.BRCA.C1,0.728450990242128
TCGA.MP.A4TF.LUAD.C1,0.7633128852847378
TCGA.LK.A4NW.MESO.C2,0.5069000482566977
TCGA.60.2710.LUSC.C1,0.8507457485828137
TCGA.CV.7263.HNSC.C1,0.6069952532606172
TCGA.A5.A0VO.UCEC.C1,0.8968385239418284
TCGA.59.2350.OV.C2,0.8680156295620124
TCGA.ED.A66Y.LIHC.C4,0.6081073888403327
TCGA.AG.3892.READ.C2,0.7236488827967116
TCGA.VP.A875.PRAD.C4,0.6308229841423256
TCGA.WB.A81J.PCPG.C3,0.5695997401059433
TCGA.UF.A7JV.HNSC.C2,0.8335308054141416
TCGA.77.8156.LUSC.C1,0.789037546088861
TCGA.J2.8192.LUAD.C3,0.5717536770217143
TCGA.ZU.A8S4.CHOL.C1,0.5208245329177522
TCGA.FX.A2QS.SARC.C6,0.6624460532450771
TCGA.AO.A12C.BRCA.C1,0.7807293472388326
TCGA.JL.A3YW.BRCA.C1,0.6234533843800291
TCGA.BA.A6DI.HNSC.C2,0.8442247541783349
TCGA.VQ.A91N.STAD.C1,0.7903402624160599
TCGA.RD.A8N5.STAD.C6,0.7015772191207601
TCGA.UF.A718.HNSC.C2,0.8661905325571883
TCGA.2G.AAKL.TGCT.C2,0.636073210629817
TCGA.CV.7440.HNSC.C2,0.8059685706438728
TCGA.BG.A0MU.UCEC.C3,0.5363367660189687
TCGA.3B.A9HY.SARC.C2,0.8191567799436463
TCGA.MX.A5UJ.STAD.C2,0.8921171198115411
TCGA.SX.A7SS.KIRP.C3,0.8768174232895662
TCGA.BR.8588.STAD.C2,0.6583770604803375
TCGA.B6.A0X1.BRCA.C2,0.8982469204236159
TCGA.18.3407.LUSC.C2,0.8380967455712925
TCGA.D1.A17H.UCEC.C2,0.8889144629828359
TCGA.55.6975.LUAD.C2,0.5913217810951609
TCGA.A8.A0A9.BRCA.C2,0.4313007029383987
TCGA.GM.A3XN.BRCA.C1,0.8269520782761626
TCGA.ZF.AA4T.BLCA.C2,0.6897809491603412
TCGA.E2.A15K.BRCA.C1,0.7910509212491326
TCGA.VR.AA4D.ESCA.C2,0.8936359723853875
TCGA.FB.A4P6.PAAD.C3,0.8694514240958079
TCGA.25.1313.OV.C4,0.8819477133979369
TCGA.AA.3715.COAD.C2,0.8283561249765972
TCGA.FJ.A3ZF.BLCA.C1,0.8943679719663661
TCGA.BP.4763.KIRC.C2,0.8196121721570548
TCGA.CU.A3YL.BLCA.C3,0.6703254445155745
TCGA.B6.A0I5.BRCA.C1,0.877671198258475
TCGA.FD.A5BU.BLCA.C2,0.8731133451134093
TCGA.A8.A09B.BRCA.C1,0.49985970960444615
TCGA.66.2759.LUSC.C1,0.5893279946684485
TCGA.BB.7864.HNSC.C2,0.8939138859486294
TCGA.FI.A2EX.UCEC.C1,0.5228628383610174
