"sampleID","subgroup1","subgroup2","prob1","prob2"
"MEL.IPI_Pat43.Tumor.SM.4DK24","5","3","0.6710887551307678","0.2744491696357727"
"MEL.IPI_Pat85.Tumor.SM.53U2Y","5","3","0.7360671162605286","0.25727784633636475"
"MEL.IPI_Pat88.Tumor.SM.4DK3E","5","3","0.7494274973869324","0.21906881034374237"
