sampleID,prob1,prob2,class1,class2
TCGA.DD.A4NO.LIHC.C3,0.7924650146701442,0.20753398122855862,3,4
TCGA.RD.A8N5.STAD.C6,0.819334626550415,0.18025117713747285,1,4
TCGA.BG.A0LW.UCEC.C3,0.8782920943848157,0.12153491387539665,3,1
TCGA.HU.A4G9.STAD.C1,0.7554403543754138,0.24455890462903077,4,1
TCGA.25.1322.OV.C4,0.6047808214878188,0.3952191762088011,4,2
TCGA.DX.A23Z.SARC.C3,0.833748834876218,0.16608720161420296,6,3
TCGA.F4.6703.COAD.C1,0.8871909101130726,0.10848952906686006,2,1
TCGA.LQ.A4E4.BRCA.C1,0.5544525887338173,0.4448574476642291,1,4
TCGA.EJ.8472.PRAD.C3,0.902280443430112,0.06540231496804534,3,4
TCGA.5L.AAT0.BRCA.C3,0.8254528194020426,0.16239464826194422,3,6
TCGA.FD.A6TA.BLCA.C1,0.5120506398079591,0.4879248946539547,1,2
TCGA.L5.A8NV.ESCA.C2,0.8077754870582847,0.19127630121208936,2,1
TCGA.DJ.A3UO.THCA.C4,0.5296582245877293,0.47025085754777446,4,3
TCGA.C8.A1HN.BRCA.C4,0.8666322559598469,0.13336680089619338,4,1
TCGA.D8.A1XR.BRCA.C3,0.8833184075739555,0.06338461094906592,1,3
TCGA.BG.A0MG.UCEC.C1,0.8767539977619869,0.12279585175662783,1,4
TCGA.24.1844.OV.C4,0.9087201468098965,0.0912721270515361,4,1
TCGA.CG.4449.STAD.C1,0.8713670987572764,0.06696873230643997,2,1
TCGA.HC.7080.PRAD.C3,0.7148390896684674,0.2851471880730505,3,4
TCGA.BH.A0DG.BRCA.C2,0.7135262037145882,0.28191399597099254,2,6
TCGA.56.A4BW.LUSC.C2,0.7376490641472528,0.26235005261867533,2,1
TCGA.VN.A88K.PRAD.C1,0.91774454696614,0.08026523778225049,3,4
TCGA.BC.A69H.LIHC.C4,0.640045211740389,0.35307864360718355,4,1
TCGA.BQ.5889.KIRP.C3,0.6754024316111754,0.32459342454945295,3,6
TCGA.A2.A0CO.BRCA.C2,0.6643241582439442,0.3192856931930863,6,2
TCGA.DX.A6BE.SARC.C3,0.7951994863704718,0.20474755130783973,6,3
TCGA.67.3773.LUAD.C3,0.7726300312397488,0.22654608964656914,3,2
TCGA.CJ.5681.KIRC.C4,0.8838904109303366,0.11610900902810224,3,4
TCGA.DX.A3UA.SARC.C1,0.8401705232753758,0.15961632114953764,1,4
TCGA.DU.A7TA.LGG.C5,0.8513106222014476,0.14868724911958695,4,5
TCGA.WQ.A9G7.LIHC.C1,0.8711533758439167,0.11884004546861346,4,1
TCGA.EB.A42Z.SKCM.C1,0.7948149211004829,0.2035926635556376,1,4
TCGA.BH.A18S.BRCA.C3,0.8591692360892514,0.14075070221853817,3,4
TCGA.FW.A5DX.SKCM.C4,0.9056639561832253,0.09397831131228918,4,1
TCGA.E9.A22E.BRCA.C2,0.7373253806468426,0.26234777022606814,1,2
TCGA.A7.A4SB.BRCA.C3,0.5163443646173184,0.4836311495867728,3,1
TCGA.AO.A0J9.BRCA.C1,0.8557469237436206,0.13101834624803557,1,6
TCGA.BR.8380.STAD.C1,0.615250285079034,0.3847433999676436,1,3
TCGA.EA.A97N.CESC.C2,0.7282810115969657,0.2717186780852584,2,1
TCGA.GV.A3QI.BLCA.C4,0.702183142494069,0.29755966368383485,1,4
TCGA.ET.A4KN.THCA.C3,0.8905482020908735,0.07432002186903207,3,2
TCGA.GN.A8LN.SKCM.C1,0.532206150202819,0.4223051039500352,4,1
TCGA.CV.6939.HNSC.C1,0.6844945010000506,0.315501784739972,1,2
TCGA.AG.3728.READ.C3,0.6200092801615625,0.37994431665399137,1,3
TCGA.D1.A17D.UCEC.C3,0.6520705096546785,0.34787249925925956,3,1
TCGA.B1.A656.KIRP.C3,0.9132602082937638,0.08671278023532514,3,6
TCGA.97.8179.LUAD.C3,0.8832507629175194,0.11543265076345187,3,4
TCGA.AA.3872.COAD.C1,0.7986413933883422,0.20135554369258946,1,2
TCGA.X6.A7WC.SARC.C1,0.8152817899655908,0.17972195433040847,1,4
TCGA.BA.A8YP.HNSC.C1,0.7417556636301618,0.25824347147587146,1,2
TCGA.2Y.A9H1.LIHC.C4,0.572191223825999,0.4276813654235572,4,3
TCGA.55.6642.LUAD.C3,0.8886066636425077,0.10614708644177145,6,3
TCGA.C8.A1HL.BRCA.C1,0.7049578216421809,0.295038621226645,1,4
TCGA.A4.7288.KIRP.C3,0.5985177203383951,0.4014767753268022,4,3
TCGA.2Z.A9JO.KIRP.C4,0.8956188979324302,0.1043578879741561,4,3
TCGA.AO.A03V.BRCA.C1,0.9190278649432451,0.08085501713302222,1,3
TCGA.SR.A6MX.PCPG.C3,0.7917633906028189,0.18528563468728915,3,4
TCGA.O2.A52S.LUSC.C1,0.7749222429802909,0.22507561919322433,2,1
TCGA.DX.A8BV.SARC.C4,0.728676859979013,0.24606276503258637,1,4
TCGA.75.5146.LUAD.C2,0.862456422383551,0.12710523446967917,3,2
TCGA.OL.A66N.BRCA.C3,0.6949662541735225,0.2954880968022764,3,1
TCGA.56.8304.LUSC.C1,0.6320162073363387,0.36798372930377554,1,2
TCGA.DX.A3LW.SARC.C1,0.9110364003369024,0.08100613288543895,1,6
TCGA.BF.A5EP.SKCM.C1,0.8730740675765448,0.12692042736559608,1,4
TCGA.DX.A1KZ.SARC.C4,0.5376608745063903,0.41266471016285133,4,6
TCGA.2J.AAB4.PAAD.C1,0.9022229637837342,0.09650322932231065,6,2
TCGA.CG.4462.STAD.C6,0.8214807535407623,0.17851059757067705,6,3
TCGA.B8.4146.KIRC.C4,0.5210328702322427,0.47380966807063346,4,3
TCGA.A8.A086.BRCA.C1,0.9151200874397597,0.08487911628025278,1,4
TCGA.39.5021.LUSC.C1,0.5418583847293087,0.4581407103106491,1,2
TCGA.ZF.AA4T.BLCA.C2,0.871623170321267,0.12824461037187018,2,1
TCGA.FD.A5BX.BLCA.C4,0.5316115920245904,0.44441505500141365,1,4
TCGA.BH.A0H5.BRCA.C6,0.6985252208723313,0.3005393962488656,3,2
TCGA.HS.A5N7.SARC.C1,0.8753878610003986,0.10032653364238843,4,1
TCGA.D1.A176.UCEC.C3,0.9185846489118761,0.07292519083015932,3,1
TCGA.BG.A0MU.UCEC.C3,0.503775535266153,0.4954945432381637,1,3
TCGA.CV.6948.HNSC.C1,0.6426416809496684,0.3573557685126062,2,1
TCGA.KN.8433.KICH.C3,0.517904482006213,0.4819002935338499,3,4
TCGA.LB.A8F3.PAAD.C1,0.8974211693157405,0.07635089655364022,1,3
TCGA.97.A4M6.LUAD.C2,0.9168470113993128,0.08284185035392272,2,3
TCGA.55.1592.LUAD.C6,0.6025225627985406,0.36301059992324297,3,6
TCGA.BS.A0TE.UCEC.C2,0.8514183495058586,0.14858144197971593,2,1
TCGA.BQ.7051.KIRP.C3,0.7278695958569719,0.27212921186311895,3,4
TCGA.KN.8437.KICH.C5,0.8375719052847199,0.14950379539496567,5,3
TCGA.BR.6455.STAD.C1,0.828613930829644,0.17138531898665604,2,1
TCGA.CU.A3YL.BLCA.C3,0.6593815945294688,0.3400876791075759,1,3
TCGA.CU.A0YN.BLCA.C2,0.65143245044641,0.3485646273291248,2,1
TCGA.AZ.4323.COAD.C1,0.9010240770347974,0.09875475373904781,1,2
TCGA.OE.A75W.PAAD.C1,0.7695740128713597,0.22669478345685667,2,1
TCGA.D5.6930.COAD.C1,0.7580793641217543,0.241920579083224,1,2
TCGA.78.7540.LUAD.C3,0.7814100773994784,0.19589182375714378,3,6
TCGA.RW.A681.PCPG.C4,0.6811826269803626,0.3183475201984251,4,5
TCGA.AO.A12D.BRCA.C2,0.5832020688412767,0.416764073497791,2,6
TCGA.ZG.A9ND.PRAD.C3,0.8110479004564952,0.1887405969727054,3,4
TCGA.CM.4752.COAD.C2,0.5749991608154229,0.4250006269656466,2,1
TCGA.XN.A8T3.PAAD.C1,0.8675370850078686,0.1262946373016122,1,6
TCGA.KQ.A41R.BLCA.C4,0.8561765903158605,0.14382116033501638,4,2
TCGA.BR.4201.STAD.C2,0.5639773313965278,0.43540517261391654,2,1
TCGA.24.2038.OV.C4,0.9028453321629449,0.09420611608664373,4,3
TCGA.DU.5854.LGG.C4,0.9147991348569009,0.05465260530325451,4,5
TCGA.23.2077.OV.C2,0.7423133583254541,0.2576844139893825,2,4
TCGA.BR.4370.STAD.C1,0.7976837583671983,0.12923203747309878,2,1
TCGA.60.2714.LUSC.C2,0.639580476505832,0.3589599162515426,2,1
TCGA.EB.A3Y7.SKCM.C3,0.6051897956078455,0.39356130547743345,4,1
TCGA.KN.8431.KICH.C4,0.7451717444762599,0.2436058638030121,3,5
TCGA.EW.A1P7.BRCA.C3,0.811391516635285,0.18853459720072555,3,6
TCGA.HZ.8002.PAAD.C3,0.7084946849120016,0.29150454085541583,6,3
TCGA.HC.7744.PRAD.C3,0.6859155926772309,0.3138303063084436,4,3
TCGA.GD.A3OQ.BLCA.C2,0.7080569826572813,0.2918881934515393,1,2
TCGA.ZS.A9CG.LIHC.C3,0.8883618432048691,0.11163761608024873,4,3
TCGA.VQ.A8PD.STAD.C6,0.5992373761466486,0.3581584050112371,3,2
TCGA.AX.A1CF.UCEC.C2,0.8627952774700929,0.13719687092717928,2,1
TCGA.D7.A748.STAD.C6,0.7669793941812874,0.2040013732493819,6,2
TCGA.CD.A489.STAD.C1,0.6280185513938926,0.33666620670373376,3,1
TCGA.AO.A0JI.BRCA.C4,0.5777701646753328,0.35061214162731535,3,1
TCGA.CZ.4860.KIRC.C4,0.8721999871356887,0.10860675116739808,4,6
TCGA.24.1467.OV.C4,0.765594563690652,0.2341843919459942,4,2
TCGA.VP.A875.PRAD.C4,0.6064912607495805,0.39178461020106536,4,3
TCGA.BA.6871.HNSC.C2,0.6140931056786203,0.3859066748318684,2,1
TCGA.EC.A1QX.UCEC.C1,0.8856079423472344,0.11439199313591071,1,2
TCGA.93.A4JO.LUAD.C3,0.7851084431976462,0.18700543588260238,3,6
TCGA.W5.AA2I.CHOL.C3,0.5333873794400588,0.4484282645491996,1,4
TCGA.2G.AALN.TGCT.C1,0.7980268636040835,0.2019704151606114,2,1
TCGA.LL.A5YM.BRCA.C1,0.708468654254219,0.289742917356999,2,1
TCGA.D8.A1JF.BRCA.C3,0.5753817960019798,0.4235861632812427,3,1
TCGA.YL.A8SL.PRAD.C1,0.8144223311124918,0.1259949099061928,4,1
TCGA.AA.3980.COAD.C2,0.9097030690031257,0.0902955953290643,2,1
TCGA.AA.3856.COAD.C2,0.8494061878441037,0.15059155513593617,2,1
TCGA.60.2704.LUSC.C6,0.8943006701204074,0.10050100625331533,6,1
TCGA.DX.A23V.SARC.C6,0.8362831673736428,0.11616267681327769,6,4
TCGA.55.8514.LUAD.C4,0.8431397959820609,0.10893345105960303,4,2
TCGA.B0.5400.KIRC.C3,0.8195130499161347,0.18046816617215306,6,3
TCGA.B4.5378.KIRC.C4,0.6514222331484932,0.3484003624317298,3,4
TCGA.S9.A6WN.LGG.C4,0.6760390633861298,0.3161720583024604,4,3
