"sampleID","prob1","prob2","prob3","prob4","prob5","prob6"
"TCGA.FA.A6HO","5.211354618950281e-7","0.995520830154419","0.002824957249686122","0.0015524527989327908","0.00007913492299849167","0.00002206691715400666"
"TCGA.FA.A7DS","0.0000016388156609536964","0.9997180104255676","0.0002707963576540351","0.000006512510481115896","0.0000027549629066925263","2.3038549556986254e-7"
"TCGA.FA.A7Q1","0.00008181374869309366","0.9980648159980774","0.001576762879267335","0.00023941231484059244","0.00001994656486203894","0.000017258493244298734"
"TCGA.FA.A82F","0.000057579036365495995","0.9929941296577454","0.006714450195431709","0.00014604684838559479","0.00004309534779167734","0.00004465720849111676"
"TCGA.FA.A86F","0.0000010939139656329644","0.9989987015724182","0.000846689275931567","0.00013859117461834103","0.000014107948118180502","8.619653613095579e-7"
"TCGA.FF.8041","3.9812039176467806e-7","0.9996412992477417","0.00035437248880043626","0.000002824850980687188","0.000001055971438290726","8.955296237900257e-8"
"TCGA.FF.8042","0.000025431412723264657","0.8807644844055176","0.11842253059148788","0.0006502266624011099","0.00008229969535022974","0.00005505283843376674"
"TCGA.FF.8043","0.0032785283401608467","0.9762386679649353","0.020094897598028183","0.00011000667291227728","0.00017804729577619582","0.00009982425399357453"
"TCGA.FF.8046","0.000011003574400092475","0.999625563621521","0.00032996718073263764","0.000025374669348821044","0.000005452455297927372","0.0000025601980269129854"
"TCGA.FF.8047","0.00001773926123860292","0.9965322017669678","0.0032621833961457014","0.00012230790161993355","0.00006133814167696983","0.000004220103619445581"
"TCGA.FF.8061","0.0003696263884194195","0.9879436492919922","0.009177619591355324","0.0024059540592134","0.00006022389425197616","0.000042949050111928955"
"TCGA.FF.8062","0.0000036689366424980108","0.9988306164741516","0.0011178847635164857","0.00003855188697343692","0.000006021105491527123","0.0000032200757686950965"
"TCGA.FF.A7CQ","0.0000020397224034240935","0.995309054851532","0.00316742155700922","0.0014911940088495612","0.000025940918931155466","0.000004331624950282276"
"TCGA.FF.A7CR","7.14471013907314e-7","0.9935705661773682","0.005794903729110956","0.0006148277898319066","0.000016866446458152495","0.000002124068487319164"
"TCGA.FF.A7CW","0.0000014684675306853023","0.9989109039306641","0.000828211079351604","0.0002272865385748446","0.00003152187855448574","6.47778279017075e-7"
"TCGA.FF.A7CX","0.00006318372470559552","0.9984194040298462","0.0013775978004559875","0.00008829617581795901","0.00005047236118116416","0.0000010089673878610483"
"TCGA.FM.8000","0.00004466174868866801","0.9615370631217957","0.03815343603491783","0.00023387653345707804","0.000023686674467171542","0.0000072983852987817954"
"TCGA.G8.6324","1.5575263034861564e-7","0.9996896982192993","0.00027468963526189327","0.00002989613676618319","0.000004711796464107465","8.310217936013942e-7"
"TCGA.G8.6325","8.33390458865324e-7","0.9981278777122498","0.0017911494942381978","0.00006750437751179561","0.000001633821739233099","0.000010968516107823234"
"TCGA.G8.6326","6.409388220163237e-7","0.9955148100852966","0.0035614597145467997","0.0007984380354173481","0.000007252465366036631","0.00011742520291591063"
"TCGA.G8.6906","0.0003326796868350357","0.8847012519836426","0.11476574093103409","0.00012563673953991383","0.00005231243267189711","0.000022381742383004166"
"TCGA.G8.6907","0.00021503613970708102","0.6891070008277893","0.3060781955718994","0.004091424401849508","0.00046748461318202317","0.00004085924229002558"
"TCGA.G8.6909","3.549898863752787e-8","0.9999535083770752","0.00004308019924792461","0.00000298787267638545","3.518018445447524e-7","3.4387706904226434e-8"
"TCGA.G8.6914","0.00003053684486076236","0.9990880489349365","0.0007954518659971654","0.00004442923818714917","0.000011846208508359268","0.000029665936381206848"
"TCGA.GR.7351","0.00015715449990238994","0.9861828088760376","0.012927559204399586","0.0006841176655143499","0.000031033094273880124","0.00001729061477817595"
"TCGA.GR.7353","0.00002046657755272463","0.9886864423751831","0.010885999538004398","0.0003600949712563306","0.0000269209012913052","0.000020033292457810603"
"TCGA.GR.A4D4","0.001334212371148169","0.9694145917892456","0.022127768024802208","0.0030844160355627537","0.0002403294638497755","0.0037987211253494024"
"TCGA.GR.A4D5","0.000008353123121196404","0.9992896318435669","0.0006211482104845345","0.00005970718848402612","0.000005740026608691551","0.000015425908713950776"
"TCGA.GR.A4D6","0.00003093834311584942","0.9857385158538818","0.013784886337816715","0.0002813328756019473","0.00014396291226148605","0.000020409677745192312"
"TCGA.GR.A4D9","0.000013528949239116628","0.9951549768447876","0.004538297653198242","0.00023437013442162424","0.000018544720660429448","0.00004029933188576251"
"TCGA.GS.A9TQ","0.000010689157534216065","0.9983389377593994","0.0016000133473426104","0.00002755399327725172","0.000018031478248303756","0.00000476100512969424"
"TCGA.GS.A9TT","0.0010745833860710263","0.8788148760795593","0.06050197407603264","0.0583408921957016","0.0010341157903894782","0.00023359597253147513"
"TCGA.GS.A9TU","0.0000042384140215290245","0.9776275157928467","0.021627986803650856","0.0006811651401221752","0.00004921368235955015","0.0000099402095656842"
"TCGA.GS.A9TV","9.156384983555199e-9","0.9998811483383179","0.0000865725232870318","0.00003142169225611724","5.392646471591434e-7","2.709967077407782e-7"
"TCGA.GS.A9TW","0.0000016774881714809453","0.9999475479125977","0.000046575460146414116","0.000003187122501913109","3.7706266198256344e-7","6.121568389971799e-7"
"TCGA.GS.A9TX","0.00010832634870894253","0.8444547057151794","0.15126247704029083","0.0035269970539957285","0.0006291870377026498","0.00001829531538533047"
"TCGA.GS.A9TY","0.0001972234749700874","0.9612529277801514","0.03675799071788788","0.001644306699745357","0.00009046373452292755","0.00005709770994144492"
